Tên BĐS,Vị trí,Giá,Diện tích,Giá/m²,Phòng ngủ,Phòng WC
BÁN TÒA HOA HẬU PHỐ NGUYÊN HỒNG - LÔ GÓC - 95M2 - 9M MẶT TIỀN - 8 TẦNG THANG MÁY - PHÂN LÔ - 54 TỶ!,"Láng Hạ, Đống Đa",54 tỷ,95 m²,"568,42 tr/m²",4,4
"Bán nhà phân lô Hồ Văn Chương Đống Đa, DT 34m2, 6 tầng thang máy mới tinh, gara ô tô, cách phố 5m","Văn Chương, Đống Đa","10,3 tỷ",34 m²,"302,94 tr/m²",5,5
Nhà mới Pháo Đài Láng - 23 phòng - full nội thất - DT 90m2 - 8tầng - MT 7 m - giá 24 tỷ,"Láng Thượng, Đống Đa",24 tỷ,90 m²,"266,67 tr/m²",23,N/A
Tôi bán nhà Nguyễn Văn Tuyết Đống Đa xây mới - ngõ thông - lô góc - 2thoáng - sầm uất - kinh doanh,"Trung Liệt, Đống Đa",Giá thỏa thuận,38 m²,N/A,3,N/A
"(Hiếm) Bán nhà mặt phố Xã Đàn, 150m, 9 tầng thang máy, giá 53 tỷ","Ô Chợ Dừa, Đống Đa",53 tỷ,150 m²,"353,33 tr/m²",N/A,N/A
Căn góc nhà mặt phố Chùa Láng - kinh doanh đỉnh cao - vị trí đắc địa. Đầu tư sinh lời,"Láng Thượng, Đống Đa",50 tỷ,80 m²,625 tr/m²,6,4
"Bán nhà CCMN Chùa Láng lợi nhuận 7.5%/ năm, 140m2*6T thang máy, 24 phòng luôn full khách thuê","Láng Thượng, Đống Đa","22,5 tỷ",140 m²,"160,71 tr/m²",24,24
Một căn duy nhất đường Cầu Giấy. Nằm giữa ngã tư Cầu Giấy - Láng - Bưởi. Giá giật mình,"Láng Thượng, Đống Đa","12,9 tỷ",43 m²,300 tr/m²,N/A,N/A
Phân lô ô tô vào nhà - Khu vip Hồ Đắc Di 70m2 MT 5m 2 mặt ngõ khu dân trí cao khép kín 22.5 tỷ,"Đống Đa, Hà Nội","22,5 tỷ",70 m²,"321,43 tr/m²",N/A,N/A
Bán tòa VP mặt phố Hoàng Cầu Đống Đa 245m2; 10 tầng; MT 10m nhỉnh 150 tỷ,"Trung Liệt, Đống Đa","154,5 tỷ",245 m²,"630,61 tr/m²",6,12
"Bán tòa CCMN Trần Hữu Tước, Xã Đàn, 72m*7T, MT 4.5m, 17 PN KK, dòng tiền 100tr/tháng, PCCC đầy đủ","Ô Chợ Dừa, Đống Đa","15,6 tỷ",72 m²,"216,67 tr/m²",17,17
"Tôi bán nhà Nguyễn Lương Bằng - Ô Chợ Dừa - Đống Đa - 40m2 - 5 tầng - 7,35 tỷ - nhà mới ở ngay","Ô Chợ Dừa, Đống Đa","7,35 tỷ",40 m²,"183,75 tr/m²",4,4
Bán nhà mặt phố hồ Đắc Di - View trực diện hồ - Vỉa hè - Kinh doanh đỉnh - 54m2 x 4T giá 490tr/m2,"Nam Đồng, Đống Đa","26,46 tỷ",54 m²,490 tr/m²,3,3
"(cực hiếm) bán nhà Hoàng Cầu, 7 tầng thang máy, phân lô oto, giá 23 tỷ","Ô Chợ Dừa, Đống Đa",23 tỷ,60 m²,"383,33 tr/m²",N/A,N/A
"Bán nhà mặt phố Hào Nam, nhà mặt phố, kinh doanh, xây building đỉnh, giá đầu tư","Cát Linh, Đống Đa",67 tỷ,180 m²,"372,22 tr/m²",6,5
"Rất hiếm! Bán nhà ngõ 102 Trường Chinh 61m2, 14tỷ, vài chục m ra phố, rẻ đẹp, kinh doanh","Phương Mai, Đống Đa",14 tỷ,61 m²,"229,51 tr/m²",4,3
"Bán nhà mặt phố Thịnh Quang, 15,8 tỷ, 55m2, 4PN, 5WC, SĐCC - 4 ô tô tránh trước nhà","Thịnh Quang, Đống Đa","15,8 tỷ",55 m²,"287,27 tr/m²",4,5
"Chính chủ bán nhà số 42 ngõ Vạn Ứng, Khâm Thiên, Đống Đa 50m² x 6 tầng thang máy giá nhỉnh 11 tỷ","Khâm Thiên, Đống Đa","11,8 tỷ",50 m²,236 tr/m²,8,N/A
"Bán nhà phố Tôn Đức Thắng 24/30m2, 2 tầng, giá 1,6 tỷ","Hàng Bột, Đống Đa","1,6 tỷ",30 m²,"53,33 tr/m²",2,1
Thịnh Quang - 54 m2 - 5T - MT 4m - gara ô tô - kinh doanh - sổ đỏ đẹp,"Thịnh Quang, Đống Đa","15,8 tỷ",54 m²,"292,59 tr/m²",4,4
"Lô góc ba mặt thoáng, ngõ thông nhà kinh doanh tốt gần phố ô tô nội thất xịn sò","Ô Chợ Dừa, Đống Đa","12,5 tỷ",45 m²,"277,78 tr/m²",3,N/A
Phố Pháo Đài Láng - kinh doanh - vỉa hè - 3 ô tô tránh - phân lô bàn cờ - 2 mặt tiền - giá tốt,"Láng Thượng, Đống Đa","19,8 tỷ",56 m²,"353,57 tr/m²",6,5
"Bán nhà mặt phố Tam Khương, 18,5 tỷ, 60m2, 3PN, 2WC, Đống Đa, HN, Hot!","Khương Thượng, Đống Đa","18,5 tỷ",60 m²,"308,33 tr/m²",3,2
Hoàng Cầu - 1 nhà ra phố 45m2 x 5 tầng,"Trung Liệt, Đống Đa",15 tỷ,45 m²,"333,33 tr/m²",3,4
"Bán nhà riêng phố Thái Hà 48m2, thang máy, full nội thất, doanh thu 60 triệu/tháng, giá chỉ 13.2 tỷ","Trung Liệt, Đống Đa","13,2 tỷ",48 m²,275 tr/m²,10,N/A
"Bán nhà riêng 4PN, 3WC tại Lương Định Của, Phương Mai, Đống Đa, Hà Nội, 5,95 tỷ, 37m2","Phương Mai, Đống Đa","5,65 tỷ",37 m²,"152,7 tr/m²",4,3
"Toà nhà apartment Đống Đa Hoàng Cầu dòng tiền 1tỷ/năm, 75m2 * 7 tầng thang máy, chỉ 14tỷ","Ô Chợ Dừa, Đống Đa",14 tỷ,75 m²,"186,67 tr/m²",16,16
Bán nhà mặt phố Nguyễn Chí Thanh - Đống Đa. Diện tích 83m2 x 7 tầng. Mặt tiền 9.4m. Lh 0914 624 ***,"Láng Hạ, Đống Đa",56 tỷ,83 m²,"674,7 tr/m²",N/A,N/A
Bán nhà mặt phố Xã Đàn - Đống Đa. Diện tích 130m2 x 7 tầng. Mặt tiền 12m. LH 0914 624 ***,"Nam Đồng, Đống Đa",135 tỷ,130 m²,"1,04 tỷ/m²",N/A,N/A
Phân lô ô tô vào nhà - Khu vip Hồ Đắc Di 70m2 MT 5m 2 mặt ngõ khu dân trí cao khép kín 22.5 tỷ,"Đống Đa, Hà Nội","22,5 tỷ",70 m²,"321,43 tr/m²",N/A,N/A
Bán nhà mặt phố Giảng Võ - Đống Đa. Diện tích 166m2 x 5 tầng. Mặt tiền 6.5m,"Cát Linh, Đống Đa",128 tỷ,166 m²,"771,08 tr/m²",N/A,N/A
Phân lô Bộ Công An trung tâm quận Đống Đa ô tô tránh phố Đặng Văn Ngữ,"Ô Chợ Dừa, Đống Đa","12,8 tỷ",42 m²,"304,76 tr/m²",N/A,N/A
"Hot hot! Phân lô Hoàng Cầu, thang máy, 7T, MT 5m, tặng full đồ, kinh doanh, vỉa hè, ô tô tránh đỗ","Ô Chợ Dừa, Đống Đa","14,6 tỷ",56 m²,"260,71 tr/m²",8,7
"Bán CC mini 18PN, 18VS, 65m2, giá 15,5 tỷ tại Văn Hương, Hàng Bột, Đống Đa, Hà Nội","Hàng Bột, Đống Đa","15,5 tỷ",65 m²,"238,46 tr/m²",18,18
Mặt Phố Lò Đúc - 125m2 MT 7m - Mặt Tiền Quyền Lực - KD Bất Chấp,"Hoàn Kiếm, Hà Nội",Giá thỏa thuận,125 m²,N/A,N/A,N/A
BÁN NHÀ TRUNG TÂM ĐỐNG ĐA - NGÕ 104 TRUNG LIỆT - SỔ HỒNG SẴN CÔNG CHỨNG NGAY,"Trung Liệt, Đống Đa","17,5 tỷ",68 m²,"257,35 tr/m²",N/A,N/A
"Ô tô tránh, phố vip Chùa Bộc, cổng sau ĐH Thủy Lợi. 40m2x5T. 13,6 tỷ. LH: 0911 717 ***","Trung Liệt, Đống Đa","13,6 tỷ",40 m²,340 tr/m²,N/A,N/A
"Ngã Tư Sở, 3 bước ra Láng, diện tích sử dụng hơn 60m2 mà chỉ hơn 9 tỷ","Thịnh Quang, Đống Đa","9,4 tỷ","58,5 m²","160,68 tr/m²",3,2
"Hot Thái Hà Láng Hạ. Phân lô ô tô, sát phố. Kinh doanh tốt. DT 52m2x5T đẹp, lên tầng tốt. Giá 19 tỷ","Láng Hạ, Đống Đa",19 tỷ,52 m²,"365,38 tr/m²",6,5
Bán nhà ngõ 221 phố Tôn Đức Thắng quận Đống Đa. Ngõ ô tô gần phố nhà dân,"Thổ Quan, Đống Đa","6,87 tỷ",24 m²,"286,25 tr/m²",3,3
"Nhà đẹp - vị trí đẹp được thiết kế kiểu biệt thự, thuộc khu vực Hồ Ba Mẫu - Đống Đa - Hà nội","Khâm Thiên, Đống Đa",21 tỷ,94 m²,"223,4 tr/m²",N/A,N/A
Bán gấp nhà 7 tầng phố Thái Thịnh ô tô 73m giá 14 tỷ,"Thịnh Quang, Đống Đa",14 tỷ,73 m²,"191,78 tr/m²",N/A,N/A
"Bán nhà riêng tại Thái Hà, phân lô, ôtô tránh, ngõ thông, kinh doanh, DT 54m2, 5T, MT rộng, giá tốt","Trung Liệt, Đống Đa","19,25 tỷ",44 m²,"437,5 tr/m²",6,3
Chính chủ cần bán gấp nhà Yên Lãng - kinh doanh - ô tô đỗ cửa - thang máy,"Láng Thượng, Đống Đa","15,4 tỷ",60 m²,"256,67 tr/m²",7,N/A
"Giảm 1 tỷ nhà đẹp Đống Đa, bán nhà Chùa Bộc, phân lô, ô tô tránh, vỉa hè, kinh doanh sầm uất","Trung Liệt, Đống Đa",14 tỷ,50 m²,280 tr/m²,6,6
Muốn đổi nhà về gần con gái tôi nhu cầu bán căn nhà 35m2 4 tầng tại phố Hào Nam. Nhà nhiều lộc,"Ô Chợ Dừa, Đống Đa","8,15 tỷ",35 m²,"232,86 tr/m²",4,3
Bán Nhà Chính Chủ Trần Quang Diệu Đống Đa 60m Ô Tô Kinh Doanh,"Ô Chợ Dừa, Đống Đa",26 tỷ,60 m²,"433,33 tr/m²",4,4
"Chỉ 8,5 tỷ sở hữu ngay 8m mặt tiền với tổng diện tích đất 135m tại Gia Lâm","Cổ Bi, Gia Lâm","8,5 tỷ",135 m²,"62,96 tr/m²",1,1
Nhà cực hiếm - ô tô tránh - kinh doanh tấp nập - dòng tiền,"Trâu Quỳ, Gia Lâm",21 tỷ,129 m²,"162,79 tr/m²",4,2
"Chính chủ gửi bán, nhà mặt phố rất đông dân cư buôn bán, sổ đỏ sẵn sàng giao dịch","Trâu Quỳ, Gia Lâm",22 tỷ,120 m²,"183,33 tr/m²",3,3
"Nhà mặt phố Trâu Quỳ, Gia Lâm, Hà Nội. Diện tích 129m2 giá chỉ gần 20 tỷ","Trâu Quỳ, Gia Lâm","19,5 tỷ",129 m²,"151,16 tr/m²",4,3
"Bán nhà Cửu Việt TT Trâu Quỳ Gia Lâm vỉa hè ô tô, thang máy, DT 35m2 x 5T, MT 5 m giá 6.6 tỷ","Trâu Quỳ, Gia Lâm","6,6 tỷ",35 m²,"188,57 tr/m²",3,4
Lô đất đẹp vuông đét - cách phố ô tô tránh đỗ 15m - tiện ích Vinhomes Ocean Park,"Trâu Quỳ, Gia Lâm","5,65 tỷ","48,3 m²","116,98 tr/m²",3,2
"Chính chủ lô góc 3 mặt thoáng gần Phố Dương Quang - Gia Lâm, hơn 70m2 chỉ 3.88 tỷ","Dương Quang, Gia Lâm","3,89 tỷ","70,3 m²","55,31 tr/m²",3,2
"Nhà Vip, 42m2, căn góc, 5 tầng, Đông Dư, Gia Lâm, đường ô tô tránh","Trâu Quỳ, Gia Lâm","6,65 tỷ",42 m²,"158,33 tr/m²",3,N/A
"Đẳng cấp, bán đất 60m2, có dãy nhà cấp 4, đường oto tránh, kinh doanh dòng tiền","Trâu Quỳ, Gia Lâm","8,6 tỷ",60 m²,"143,33 tr/m²",N/A,N/A
"BÁN NHÀ 4 TẦNG FULL NỘI THẤT - KINH DOANH - ÁI MỘ - PHAN ĐĂNG LƯU - GIA LÂM, DT 57m - GIÁ 4x tỷ.","Xã Yên Viên, Gia Lâm","4,9 tỷ",57 m²,"85,96 tr/m²",4,3
"Bán 60m2 nhà cấp 4 mặt tiền đường rộng khu Viện Rau B - Đang cho thuê 4tr/tháng, đầu tư sinh lời!","Trâu Quỳ, Gia Lâm","7,2 tỷ",60 m²,120 tr/m²,1,1
"Bán nhà 3 tầng DT 100m2 khu 31ha Trâu Quỳ. NHà xây dựng kiên cố, đường oto tránh, Sổ chính chủ","Trâu Quỳ, Gia Lâm","15,9 tỷ",100 m²,159 tr/m²,N/A,N/A
"Bán nhà riêng 5 tầng 42 m2 An Đào-Trâu Quỳ , Thang Máy 450kg , 1 nhà ra ô tô tránh, giá 6.1 tỷ.","Trâu Quỳ, Gia Lâm","6,1 tỷ",42 m²,"145,24 tr/m²",6,4
"Bán gấp nhà riêng tại Đông Dư, 4,85 tỷ, 33m2, 4PN, 3WC, 3 tầng, pháp lý đầy đủ, hot!","Bát Tràng, Gia Lâm","4,85 tỷ",33 m²,"146,97 tr/m²",4,3
Bán nhà Cửu Việt trục chính ô tô tránh vỉa hè kinh doanh DT 108m2 13.9tỷ. LH 0968 837 ***,"Trâu Quỳ, Gia Lâm","13,9 tỷ",108 m²,"128,7 tr/m²",2,2
Bán nhà Trâu Quỳ ô tô phân lô đường thông siêu tiện ích DT 56m2 nhỉnh 6tỷ,"Trâu Quỳ, Gia Lâm","6,55 tỷ",56 m²,"116,96 tr/m²",1,1
"Bán nhà tại Dương Xá, Gia Lâm - Nhà 4 tầng - DT 98m","Dương Xá, Gia Lâm","6,2 tỷ",98 m²,"63,26 tr/m²",N/A,N/A
"BÁN GẤP: DIỆN TÍCH 70M2 MẶT TIỀN 10M/ KINH DOANH SIÊU ĐẸP/TRUNG TÂM TRÂU QUỲ/ GIA LÂM/ GIÁ:15,4 TỶ","Trâu Quỳ, Gia Lâm","15,4 tỷ",70 m²,220 tr/m²,1,1
"BÁN ĐẤT TẶNG NHÀ C4 - VỊ TRÍ CỰC ĐỈNH - KHU VIP GIA LÂM Diện tích: 90m | Giá chỉ 7,5 TỶ","Kiêu Kỵ, Gia Lâm","7,5 tỷ",90 m²,"83,33 tr/m²",2,1
"Bán nhà riêng tại Đường An Đào C, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội, giá 8,25 tỷ, diện tích 44,7m2","Trâu Quỳ, Gia Lâm","8,25 tỷ","44,7 m²","184,56 tr/m²",N/A,N/A
"Bán đất tặng nhà cho thuê 61m2 mặt tiền 5,9m Trâu Quỳ trung tâm Gia Lâm 7,3tỷ","Trâu Quỳ, Gia Lâm","7,3 tỷ",61 m²,"119,67 tr/m²",4,2
"Bán nhà 2 tầng Kiêu Kỵ hàng xóm của Vin Gia Lâm, đẹp hiếm có 3,75 tỷ","Kiêu Kỵ, Gia Lâm","3,75 tỷ",40 m²,"93,75 tr/m²",2,2
"Trung tâm Trâu Quỳ/Gia Lâm bán nhà 6 tầng 180m2, lô góc 3 mặt tiền đường 40m siêu kinh doanh","Trâu Quỳ, Gia Lâm",85 tỷ,180 m²,"472,22 tr/m²",6,6
"BÁN NHÀ 3,5 TẦNG TRUNG TÂM THỊ TRẤN TRÂU QUỲ, GIA LÂM ,HÀ NỘI. GIÁ 15,9 TỶ/100M ĐƯỜNG RỘNG VỈA HÈ","Trâu Quỳ, Gia Lâm","15,9 tỷ",100 m²,159 tr/m²,4,3
"Bán gấp: Siêu phẩm mặt phố kinh doanh Ngô Xuân Quảng, Gia Lâm.DT: 80m2x5T/có dòng tiền ổn,19.5 ty","Trâu Quỳ, Gia Lâm","19,5 tỷ",80 m²,"243,75 tr/m²",5,5
BÁN NHÀ THÀNH TRUNG TRÂU QUỲ GIA LÂM GA RA THANG MÁY KINH DOANH DT 35M GIÁ NHỈNH 6 TỶ LH 0988 009 ***,"Trâu Quỳ, Gia Lâm","6,6 tỷ",35 m²,"188,57 tr/m²",3,4
"2 mặt đường ô tô tránh, dừng đỗ ngày đêm - nở hậu - bán đất tặng biệt thự","Đặng Xá, Gia Lâm",13 tỷ,130 m²,100 tr/m²,N/A,N/A
BÁN NHÀ TRÂU QUỲ 3 TẦNG GẦN Ô TÔ TRÁNH FULL CÔNG NĂNG HÀNG XÓM VINHOMES 50M2 CHỈ 5.4TỶ TL,"Trâu Quỳ, Gia Lâm","5,4 tỷ",50 m²,108 tr/m²,3,3
CẦN BÁN MẶT PHỐ - KINH DOANH - HIẾM NHÀ BÁN - Ở NGAY,"Trâu Quỳ, Gia Lâm","13,6 tỷ",72 m²,"188,89 tr/m²",3,3
"Bán nhà 3 tầng + 1, DT 36,5m2 Đông Dư, vị trí kinh doanh đắc địa, mặt đường trục chính ô tô tránh","Bát Tràng, Gia Lâm","5,5 tỷ","36,5 m²","150,68 tr/m²",4,3
"Bán nhà mới th máy ô tô đường Ngô Xuân Quảng, Cổ Bi Gia Lâm DT 35m2 x 5T, MT 5 m giá 6.6 tỷ","Trâu Quỳ, Gia Lâm","6,6 tỷ",35 m²,"188,57 tr/m²",3,4
"Bán nhà lô góc mặt phố Ngô Xuân Quảng 72/92 m2, 2 tầng, mặt tiền 15 m, 19 tỷ","Trâu Quỳ, Gia Lâm",19 tỷ,72 m²,"263,89 tr/m²",N/A,N/A
"Bán nhà mặt phố Lý Thánh Tông 111m2, MT 6m. Lô góc. Giá 21 tỷ, Trâu Quỳ, Gia Lâm, Hà Nội","Trâu Quỳ, Gia Lâm",21 tỷ,111 m²,"189,19 tr/m²",N/A,N/A
"Bán nhà đất tại An Đào C, Trâu Quỳ, Gia Lâm, Hà Nội, 5,4 tỷ, DT 48 m2","Trâu Quỳ, Gia Lâm","5,4 tỷ",48 m²,"112,5 tr/m²",N/A,N/A
"Nhà Kiêu Kỵ, Gia Lâm, phân lô cán bộ trường học các cấp xung quanh gần chợ ô tô tránh thông tứ tung","Kiêu Kỵ, Gia Lâm","5,2 tỷ",49 m²,"106,12 tr/m²",3,N/A
"Siêu đẹp mặt đường kinh doanh DT: 70m2 MT: 10m đường 20m thông/Ngô Xuân Quảng Gia Lâm. Giá: 15,4 tỷ","Trâu Quỳ, Gia Lâm","15,4 tỷ",70 m²,220 tr/m²,1,1
"Bán nhà 4 tầng An Đào D, Trâu Quỳ, Gia Lâm - Hà Nội diện tích tiêu chuẩn vàng","Trâu Quỳ, Gia Lâm","17,6 tỷ",82 m²,"214,63 tr/m²",8,N/A
"Bán nhà mặt phố Trâu Quỳ, Gia Lâm, Hà Nội cạnh Học viện Nông nghiệp. Giá 19,5tỷ, 129m2 đẹp xuất sắc","Trâu Quỳ, Gia Lâm","19,5 tỷ",129 m²,"151,16 tr/m²",N/A,N/A
"Bán nhà đất khu Viện Rau, đường thông ô tô to vào thoải mái. LH: 0379 483 ***","Trâu Quỳ, Gia Lâm",7 tỷ,70 m²,100 tr/m²,N/A,N/A
"Bán gấp: 118m2, MT: 6.8m Phố Ngô Xuân Quảng, Trâu Quỳ, Gia Lâm, HN. Đường ô tô thông, gía: 130tr/m2","Trâu Quỳ, Gia Lâm","15,34 tỷ",118 m²,130 tr/m²,N/A,N/A
"Bán nhà 100m2 thôn dương đá, xã dương xá, gia lâm, hà nội","Dương Xá, Gia Lâm","9,3 tỷ",100 m²,93 tr/m²,5,3
"Bán căn biệt thự xây thô DT 123m2, hai mặt đường trước sau tại thôn Cam, xã Cổ Bi","Cổ Bi, Gia Lâm","13,8 tỷ",123 m²,"112,2 tr/m²",N/A,N/A
"Bán nhanh cho ai cần mảnh 90m2 Kiêu Kỵ tặng nhà 3 tầng hai mặt giá 11,7 tỷ","Kiêu Kỵ, Gia Lâm","11,7 tỷ",90 m²,130 tr/m²,4,1
"Bán nhà mặt phố Đông Dư, Gia Lâm 42m², 5 tầng Đường ô tô tránh, vỉa hè rộng, kinh doanh tốt","Bát Tràng, Gia Lâm","6,65 tỷ",42 m²,"158,33 tr/m²",N/A,N/A
"Bán nhà mặt phố Trâu Quỳ, Gia Lâm, Hà Nội cạnh Học viện Nông nghiệp. Giá 19,5tỷ, 129m2 đẹp xuất sắc","Gia Lâm, Hà Nội","19,5 tỷ",129 m²,"151,16 tr/m²",N/A,N/A
"Chính chủ cần bán nhà 105.5m2 trục chính tại xã Đông Dư, Gia Lâm, Hà Nội","Bát Tràng, Gia Lâm",12 tỷ,"105,5 m²","113,74 tr/m²",1,1
"Siêu phẩm nhà mặt phố Giáp Hải - đối diện Ecopark, mặt tiền 10m","Đa Tốn, Gia Lâm",29 tỷ,123 m²,"235,77 tr/m²",N/A,N/A
"Siêu phẩm đầu tư giữa lòng Trâu Quỳ nhà 2 tầng dòng tiền ổn định, giá tốt khó tìm! 60m2","Trâu Quỳ, Gia Lâm","12,8 tỷ",60 m²,"213,33 tr/m²",N/A,N/A
"NHÀ ĐẸP KIÊU KỴ - GIA LÂM - HÀ NỘI ""LỰA CHỌN VÀNG"" CHO GIA ĐÌNH THƯỢNG LƯU!","Kiêu Kỵ, Gia Lâm","13,3 tỷ",103 m²,"129,13 tr/m²",3,3
Bán nhà Trâu Quỳ 2 tầng 10m ô tô tránh hàng xóm HVNN DT 50m2 chỉ 5.6tỷ. LH 0968 837 ***,"Trâu Quỳ, Gia Lâm","5,6 tỷ",50 m²,112 tr/m²,2,2
"Nhà phố Trâu Quỳ, ô tô tránh thông các ngả, mua ở, xây toà văn phòng hoặc căn hộ dòng tiền","Trâu Quỳ, Gia Lâm","26,8 tỷ",122 m²,"219,67 tr/m²",11,12
"Bán nhà Trâu Quỳ, Gia Lâm, Hà Nội, DT 80m2, 3 tầng, đường ô tô tránh, kinh doanh, nhỉnh 15 tỷ","Trâu Quỳ, Gia Lâm","15,2 tỷ",80 m²,190 tr/m²,6,3
"NHÀ 3T MẶT PHỐ HÀ HUY TẬP, LÔ GÓC 3 MẶT THOÁNG, KINH DOANH MỌI LOẠI HÌNH, CÓ CHỖ ĐỂ Ô TÔ","Yên Viên, Gia Lâm","5,95 tỷ",30 m²,"198,33 tr/m²",2,2
Nhà mặt phố Phan Đăng Lưu - 2 mặt tiền - kinh doanh đỉnh cao - giá cực hấp dẫn,"Yên Viên, Gia Lâm","4,75 tỷ",50 m²,95 tr/m²,5,4
"Chính chủ cần bán 80,7m2 nhà 3 tầng mặt phố Ngô Xuân Quảng. Hiện đang cho thuê 26tr/tháng","Trâu Quỳ, Gia Lâm",25 tỷ,"80,7 m²","309,79 tr/m²",4,4
Đông Dư - 3 tầng dân xây - kiên cố - thoáng - 52m2 - MT 4m7 - giá 4tỷ9 thương lượng,"Bát Tràng, Gia Lâm","4,9 tỷ",52 m²,"94,23 tr/m²",3,2
"Bán NR 4PN, 4WC, 50m2 tại Giáp Hải, Bát Tràng, Gia Lâm, 6 tỷ VND","Bát Tràng, Gia Lâm",6 tỷ,50 m²,120 tr/m²,4,4
"BÁN NHÀ 2,5 TẦNGXÃ ĐẶNG XÁ, GẦN ĐƯỜNG Ỷ LAN ĐI CÁC NGẢ. CHỈ VÀI PHÚT SANG VINHOMOCEPAK1GIA 3,150 TỶ","Đặng Xá, Gia Lâm","3,15 tỷ",57 m²,"55,26 tr/m²",3,2
Hàng cực nóng 72m2 mặt tiền 4m kinh doanh ngày đêm nguyễn đức thuận Trâu Quỳ 6.5 tỷ,"Trâu Quỳ, Gia Lâm","6,48 tỷ",72 m²,90 tr/m²,N/A,N/A
"Bán nhà 3 tầng Đông Dư, Gia Lâm. Trục chính ô tô tránh, giá 5.5 tỷ có thương lượng","Bát Tràng, Gia Lâm","5,5 tỷ",37 m²,"148,65 tr/m²",4,3
"CHÍNH CHỦ BÁN NHÀ MẶT PHỐ NGÔ XUÂN QUẢNG, THÀNH TRUNG, CỬU VIỆT GIÁP HỌC VIỆN NÔNG NGHIỆP GIA LÂM","Trâu Quỳ, Gia Lâm",29 tỷ,120 m²,"241,67 tr/m²",2,2
"CHÍNH CHỦ CẦN BÁN GẤP NHÀ 4 TẦNG 130M2, NGỌC ĐỘNG ĐA TỐN ĐƯỜNG RỘNG Ô TÔ VÀO NHÀ GẦN Vin Ocean Park","Đa Tốn, Gia Lâm","10,3 tỷ",130 m²,"79,23 tr/m²",3,3
"MP Giáp Hải, vị trí vàng mặt phố - siêu hiếm - lô góc - kinh doanh, diện tích 50m2, MT gần 4m","Đa Tốn, Gia Lâm","8,5 tỷ",50 m²,170 tr/m²,N/A,N/A
"Siêu phẩm nhà mặt phố Giáp Hải - đối diện Ecopark, mặt tiền 10m, toà nhà 6 tầng. LH 0974 877 ***","Đa Tốn, Gia Lâm",28 tỷ,123 m²,"227,64 tr/m²",N/A,N/A
"Bán nhà trục chính Đông Dư, 37m2, 4 tầng, kinh doanh đỉnh, chỉ 5.5 tỷ","Bát Tràng, Gia Lâm","5,5 tỷ",37 m²,"148,65 tr/m²",N/A,N/A
"Bán nhà mặt phố Trâu Quỳ, Gia Lâm, Hà Nội cạnh Học viện Nông nghiệp. Giá 19,5tỷ, 129m2 đẹp xuất sắc","Gia Lâm, Hà Nội","19,5 tỷ",129 m²,"151,16 tr/m²",N/A,N/A
"Bán nhà 4 tầng tại Kiêu Kỵ, garage ô tô 7 chỗ, view hồ, full nội thất, cách Vin 300m 5.8 tỷ","Kiêu Kỵ, Gia Lâm","5,95 tỷ",42 m²,"141,67 tr/m²",N/A,N/A
BÁN NHÀ NGÔ XUÂN QUẢNG TRÂU QUỲ GIA LÂM THÔNG ÔTÔ VÀO NHẢ DT 42M GIÁ 6.86 TỶ LH 0988 009 *** XEM NHÀ,"Trâu Quỳ, Gia Lâm","6,86 tỷ",42 m²,"163,33 tr/m²",2,2
BÁN NHÀ CỬU VIỆT NGÔ XUÂN QUẢNG TRÂU QUỲ GIA LÂM VỈA HÈ KINH DOANH Ô TÔ TRÁNH DT 60M GIÁ 13.8 TỶ,"Trâu Quỳ, Gia Lâm","13,8 tỷ",60 m²,230 tr/m²,4,3
Bán nhà đẹp Đông Dư - 30m2 - ô tô đỗ trong cổng,"Bát Tràng, Gia Lâm","4,8 tỷ",30 m²,160 tr/m²,3,N/A
"Bán nhà chính chủ Đông Dư Gia Lâm Hà Nội ôtô đỗ cửa DT 33m2 giá 4.8 tỷ, LH 0988 009 *** xem nhà ngay","Gia Lâm, Hà Nội","4,8 tỷ",33 m²,"145,46 tr/m²",3,3
Bán nhà mặt phố - 35m2 - 8.5 tỷ duy nhất,"Trâu Quỳ, Gia Lâm","8,5 tỷ",35 m²,"242,86 tr/m²",1,N/A
"Bán nhà C4 Tô Khê - Phú Thị 56m2 - ô tô con vào tận cửa - giá chỉ 4,3x tỷ. Liên hệ 0962 965 ***","Phú Sơn, Gia Lâm","4,39 tỷ",56 m²,"78,39 tr/m²",2,1
Nhà phố Trâu Quỳ Gia Lâm. Gần trường Nông Nghiệp kinh doanh sầm uất,"Trâu Quỳ, Gia Lâm","19,63 tỷ",130 m²,151 tr/m²,3,3
CC GỬI BÁN NHÀ TẠI TT YÊN VIÊN GIA LÂM HÀ NỘI,"Yên Viên, Gia Lâm","5,6 tỷ",65 m²,"86,15 tr/m²",4,4
"Bán đất tặng nhà Yên Viên, giá đầu tư","Yên Viên, Gia Lâm","2,88 tỷ",50 m²,"57,6 tr/m²",2,N/A
"Bán nhà Cửu Việt 100m2, đường rộng kinh doanh đỉnh, giá nhỉnh 12 tỷ","Trâu Quỳ, Gia Lâm",12 tỷ,100 m²,120 tr/m²,7,7
